iso3;anio;valor_en_porcentaje
VEN;1988;17.953766
VNM;1988;7.0410004
ZAF;1988;3.753627
AUS;1989;4.4199533
AUT;1989;32.40866
AZE;1989;0.8257339
BEL;1989;19.928024
BGD;1989;3.907864
BGR;1989;14.030793
BLR;1989;0.012754957
CAN;1989;35.013893
CHE;1989;48.427616
CHN;1989;4.4680266
COL;1989;30.273563
CZE;1989;6.3041806
DEU;1989;12.167329
DNK;1989;0.88691425
DZA;1989;0.2249582
EGY;1989;7.3539524
ESP;1989;20.43944
EST;1989;0
FIN;1989;30.408308
ARG;1989;10.28527
BRA;1989;44.49607
CHL;1989;21.783056
FRA;1989;39.03124
OWID_WRL;1989;12.839289
GBR;1989;8.7464695
GRC;1989;2.0288165
HUN;1989;12.089269
IDN;1989;3.4081194
IND;1989;9.274704
IRL;1989;1.8510282
IRN;1989;2.7610445
ISR;1989;0.007137956
ITA;1989;6.0404835
JPN;1989;16.929388
KAZ;1989;2.5722094
KOR;1989;15.194281
LTU;1989;24.367962
LUX;1989;0.762681
LVA;1989;12.539953
MAR;1989;4.231739
MEX;1989;7.3806286
MYS;1989;6.8369017
NLD;1989;1.6269062
NOR;1989;71.44203
NZL;1989;41.45156
PAK;1989;17.765394
PER;1989;29.208479
POL;1989;0.34613898
ROU;1989;5.2358437
RUS;1989;8.377385
SAU;1989;0
SVK;1989;16.270157
SWE;1989;60.420418
THA;1989;5.435299
TKM;1989;0.004839843
TUR;1989;10.282754
TWN;1989;17.355942
UKR;1989;8.004715
USA;1989;11.313686
UZB;1989;3.2768686
VEN;1989;18.045055
VNM;1989;15.831219
ZAF;1989;3.9822285
AUS;1990;4.4593916
AUT;1990;28.908712
AZE;1990;1.8816601
BEL;1990;19.784542
BGD;1990;3.5392714
BGR;1990;14.506109
BLR;1990;0.012691677
CAN;1990;36.31499
CHE;1990;47.075417
CHN;1990;4.723668
COL;1990;32.54881
CZE;1990;7.1593256
DEU;1990;11.657906
DNK;1990;1.2664864
DZA;1990;0.1267387
ECU;1990;18.208447
EGY;1990;7.5208664
ESP;1990;21.606882
EST;1990;0
FIN;1990;31.893682
FRA;1990;39.753822
ARG;1990;14.31952
BRA;1990;44.936474
CHL;1990;18.957916
GBR;1990;8.117698
OWID_WRL;1990;13.116701
GRC;1990;1.8226942
HRV;1990;11.523735
HUN;1990;12.232595
IDN;1990;3.7318628
IND;1990;9.331527
IRL;1990;1.7483125
IRN;1990;2.6902497
ISR;1990;0.00686937
ITA;1990;5.5439982
JPN;1990;16.18499
KAZ;1990;2.5343888
KOR;1990;15.376557
LTU;1990;24.543411
LUX;1990;0.66460145
LVA;1990;15.375505
MAR;1990;4.359246
MEX;1990;7.22243
MYS;1990;4.9409094
NLD;1990;1.3717154
NOR;1990;72.44774
NZL;1990;41.426918
PAK;1990;16.927334
PER;1990;29.3326
POL;1990;0.36069712
ROU;1990;4.590245
RUS;1990;8.230436
SAU;1990;0
SVK;1990;15.989881
SVN;1990;31.615778
SWE;1990;60.6914
THA;1990;4.114763
TKM;1990;0.005840327
TUR;1990;12.219702
TWN;1990;19.296125
UKR;1990;7.739351
USA;1990;12.346356
UZB;1990;3.7738037
VEN;1990;18.11904
VNM;1990;20.584055
ZAF;1990;2.6183872
AUS;1991;4.740063
AUT;1991;27.587229
AZE;1991;2.0779731
BEL;1991;19.175282
BGD;1991;3.4776092
BGR;1991;16.961693
BLR;1991;0.011448725
CAN;1991;38.421528
CHE;1991;47.254543
CHN;1991;4.4247785
COL;1991;31.96542
CZE;1991;7.5646973
DEU;1991;11.495505
DNK;1991;1.4587733
DZA;1991;0.277607
ECU;1991;16.781822
EGY;1991;7.3963394
ESP;1991;21.705122
EST;1991;0
FIN;1991;33.361416
FRA;1991;39.54541
GBR;1991;8.425737
ARG;1991;13.302305
GRC;1991;3.1458595
BRA;1991;45.52199
CHL;1991;24.08466
HRV;1991;19.537254
OWID_WRL;1991;13.482825
HUN;1991;13.116209
IDN;1991;3.81247
IND;1991;9.662641
IRL;1991;1.8013103
IRN;1991;1.8835832
ISR;1991;0.013514588
ITA;1991;7.0200934
JPN;1991;17.014282
KAZ;1991;2.658034
KOR;1991;14.108464
LTU;1991;23.067211
LUX;1991;0.7338108
LVA;1991;12.153858
MAR;1991;4.3259
MEX;1991;7.0443044
MYS;1991;4.358415
NLD;1991;1.3369759
NOR;1991;71.440056
NZL;1991;40.412006
PAK;1991;17.06951
PER;1991;32.41311
POL;1991;0.37821314
ROU;1991;6.907993
RUS;1991;8.428769
SAU;1991;0
SVK;1991;16.801575
SVN;1991;35.615025
SWE;1991;63.48593
THA;1991;3.4345343
TKM;1991;0.005686854
TUR;1991;11.75268
TWN;1991;18.169094
UKR;1991;8.2753725
USA;1991;12.828554
UZB;1991;3.465093
VEN;1991;21.675652
VNM;1991;23.790989
ZAF;1991;3.1108956
AUS;1992;4.731717
AUT;1992;31.037298
AZE;1992;2.4099329
BEL;1992;19.515587
BGD;1992;3.0288854
BGR;1992;15.704719
BLR;1992;0.012468852
CAN;1992;37.832676
CHE;1992;47.487736
CHN;1992;4.4127026
COL;1992;24.941273
CZE;1992;8.059378
DEU;1992;12.759153
DNK;1992;2.0408638
DZA;1992;0.18375748
ECU;1992;16.528347
EGY;1992;7.3806868
ESP;1992;18.668533
EST;1992;0
FIN;1992;34.922516
FRA;1992;41.109207
GBR;1992;9.304894
GRC;1992;2.2052224
HRV;1992;15.994586
ARG;1992;13.798865
BRA;1992;46.04086
CHL;1992;28.355387
HUN;1992;13.891533
OWID_WRL;1992;13.4812565
IDN;1992;4.4085426
IND;1992;8.852425
IRL;1992;1.9758353
IRN;1992;2.7959177
ISR;1992;0.05597493
ITA;1992;7.082338
JPN;1992;16.501677
KAZ;1992;2.5510354
KOR;1992;12.471011
LTU;1992;32.466415
LUX;1992;0.6107495
LVA;1992;13.070239
MAR;1992;3.0396225
MEX;1992;7.852075
MYS;1992;3.7214782
NLD;1992;1.4881597
NOR;1992;71.865555
NZL;1992;37.46697
PAK;1992;17.80554
PER;1992;28.13108
POL;1992;0.42480853
ROU;1992;6.2837853
RUS;1992;8.884956
SAU;1992;0
SGP;1992;0.26192993
SVK;1992;17.349037
SVN;1992;32.96726
SWE;1992;62.38185
THA;1992;2.8927448
TKM;1992;0.00833675
TUR;1992;13.079588
TWN;1992;17.701279
UKR;1992;9.190745
USA;1992;12.328668
UZB;1992;3.806538
VEN;1992;21.255587
VNM;1992;24.912485
ZAF;1992;2.7826126
AUS;1993;4.7594285
AUT;1993;32.088062
AZE;1993;3.8572147
BEL;1993;19.095148
BGD;1993;2.104329
BGR;1993;17.189705
BLR;1993;0.0166659
CAN;1993;38.774628
CHE;1993;50.1286
CHN;1993;4.805984
COL;1993;28.616268
CZE;1993;8.442584
DEU;1993;12.495624
DNK;1993;2.3619852
DZA;1993;0.35028014
ECU;1993;18.627613
EGY;1993;7.595429
ESP;1993;20.80885
EST;1993;0
FIN;1993;34.713863
FRA;1993;43.634506
GBR;1993;10.514933
GRC;1993;2.2926166
HRV;1993;16.087374
HUN;1993;14.25962
ARG;1993;16.02163
BRA;1993;46.058407
CHL;1993;27.529266
IDN;1993;3.8476534
OWID_WRL;1993;14.012365
IND;1993;8.711294
IRL;1993;1.8359721
IRN;1993;3.4577887
ISR;1993;0.046211712
ITA;1993;7.147924
JPN;1993;18.507895
KAZ;1993;3.1845624
KOR;1993;11.902627
LTU;1993;35.15234
LUX;1993;0.6041136
LVA;1993;17.300793
MAR;1993;1.382297
MEX;1993;8.047504
MYS;1993;4.18968
NLD;1993;1.5572782
NOR;1993;71.17856
NZL;1993;40.20715
PAK;1993;17.541424
PER;1993;31.19632
POL;1993;0.40594903
ROU;1993;7.054651
RUS;1993;9.572058
SAU;1993;0
SGP;1993;0.23974904
SVK;1993;20.404024
SVN;1993;30.30344
SWE;1993;62.333824
THA;1993;2.2218084
TKM;1993;0.01208976
TUR;1993;15.372353
TWN;1993;15.887157
UKR;1993;11.096234
USA;1993;12.364702
UZB;1993;4.1460834
VEN;1993;21.57694
VNM;1993;24.039852
ZAF;1993;2.0500097
AUS;1994;4.527182
AUT;1994;31.296307
AZE;1994;3.1670034
BEL;1994;17.638441
BGD;1994;2.7616804
BGR;1994;18.836617
BLR;1994;0.019936152
CAN;1994;39.131744
CHE;1994;51.231426
CHN;1994;5.369144
COL;1994;30.40986
CZE;1994;9.055599
DEU;1994;12.589749
DNK;1994;2.1321414
DZA;1994;0.16257899
ECU;1994;19.351004
EGY;1994;7.6767826
ESP;1994;20.674896
EST;1994;0
FIN;1994;31.696642
FRA;1994;44.860226
GBR;1994;10.672816
GRC;1994;2.5512788
HRV;1994;18.960016
HUN;1994;14.275795
IDN;1994;3.5212233
ARG;1994;17.144554
BRA;1994;45.504173
CHL;1994;25.954521
IND;1994;9.176176
OWID_WRL;1994;14.029938
IRL;1994;2.120603
IRN;1994;2.021462
ISR;1994;0.03918334
ITA;1994;7.6455235
JPN;1994;17.00272
KAZ;1994;4.2346573
KOR;1994;10.781828
LTU;1994;26.290768
LUX;1994;0.77528113
LVA;1994;20.521252
MAR;1994;2.3779473
MEX;1994;6.1356316
MYS;1994;5.2703333
NLD;1994;1.628229
NOR;1994;69.03322
NZL;1994;41.244785
OMN;1994;0
PAK;1994;16.775982
PER;1994;31.000927
PHL;1994;15.579155
POL;1994;0.4881243
ROU;1994;7.641243
RUS;1994;9.804854
SAU;1994;0
SGP;1994;0.20962867
SVK;1994;23.50388
SVN;1994;32.598995
SWE;1994;60.410343
THA;1994;2.4183912
TKM;1994;0.009066777
TUR;1994;14.304977
TWN;1994;15.561951
UKR;1994;12.19452
USA;1994;12.285344
UZB;1994;4.109858
VEN;1994;21.46965
VNM;1994;24.972696
ZAF;1994;2.870189
AUS;1995;4.239725
AUT;1995;31.515926
AZE;1995;2.8640726
BEL;1995;17.764547
BGD;1995;1.0269947
BGR;1995;20.441683
BLR;1995;0.023589265
CAN;1995;38.040516
CHE;1995;51.163883
CHN;1995;5.905554
COL;1995;29.690346
CZE;1995;8.658679
DEU;1995;12.890035
DNK;1995;2.3133218
DZA;1995;0.18224756
ECU;1995;16.093632
EGY;1995;7.558946
ESP;1995;18.842426
EST;1995;0.030809937
FIN;1995;34.224365
FRA;1995;44.977955
GBR;1995;10.679225
GRC;1995;3.3267493
HKG;1995;0
HRV;1995;19.160814
HUN;1995;14.107273
IDN;1995;3.5392694
IND;1995;8.415953
ARG;1995;15.7267065
BRA;1995;45.10697
CHL;1995;26.028479
IRL;1995;1.6132627
OWID_WRL;1995;14.391136
IRN;1995;2.326306
ISR;1995;0.03786924
ITA;1995;6.312267
JPN;1995;18.291859
KAZ;1995;4.1522856
KOR;1995;11.33561
LTU;1995;35.12661
LUX;1995;0.9501822
LVA;1995;19.48626
MAR;1995;1.7634826
MEX;1995;8.619722
MYS;1995;4.6203046
NLD;1995;1.6255144
NOR;1995;70.81382
NZL;1995;42.02623
OMN;1995;0
PAK;1995;16.73844
PER;1995;29.034714
PHL;1995;13.860743
POL;1995;0.52282447
ROU;1995;8.897041
RUS;1995;10.436023
SAU;1995;0
SGP;1995;0.20108198
SVK;1995;22.35181
SVN;1995;31.110521
SWE;1995;62.477894
THA;1995;3.242116
TKM;1995;0.011015031
TUR;1995;14.924197
TWN;1995;14.770629
UKR;1995;12.409263
USA;1995;13.025415
UZB;1995;3.5991855
VEN;1995;20.915274
VNM;1995;24.608881
ZAF;1995;3.0094414
AUS;1996;4.236591
AUT;1996;28.95124
AZE;1996;3.449877
BEL;1996;17.467783
BGD;1996;1.9475645
BGR;1996;22.036705
BLR;1996;0.018399423
CAN;1996;38.403633
CHE;1996;47.49946
CHN;1996;5.516128
COL;1996;31.470236
CZE;1996;8.643803
DEU;1996;12.851331
DNK;1996;2.187726
DZA;1996;0.1288034
ECU;1996;17.381893
EGY;1996;7.3617535
ESP;1996;22.272806
EST;1996;0.02417878
FIN;1996;31.417072
FRA;1996;44.615746
GBR;1996;10.681777
GRC;1996;3.9930205
HKG;1996;0
HRV;1996;24.701183
HUN;1996;14.031773
IDN;1996;3.5088153
IND;1996;7.5632095
IRL;1996;1.6042329
ARG;1996;13.445457
BRA;1996;44.64007
CHL;1996;22.5519
IRN;1996;2.2645998
ISR;1996;0.035080772
OWID_WRL;1996;14.324227
ITA;1996;7.0418596
JPN;1996;18.362389
KAZ;1996;4.2072906
KOR;1996;11.246221
LTU;1996;37.748474
LUX;1996;0.6496766
LVA;1996;13.271263
MAR;1996;5.4025164
MEX;1996;8.989228
MYS;1996;3.450362
NLD;1996;1.7244614
NOR;1996;66.01417
NZL;1996;39.501213
OMN;1996;0
PAK;1996;16.97501
PER;1996;28.98498
PHL;1996;14.196915
POL;1996;0.5270424
PRT;1996;18.706312
ROU;1996;9.162137
RUS;1996;10.330556
SAU;1996;0
SGP;1996;0.1992702
SVK;1996;21.031197
SVN;1996;30.439493
SWE;1996;58.50823
THA;1996;3.1593456
TKM;1996;0.009452702
TUR;1996;15.543943
TWN;1996;15.040557
UKR;1996;14.577442
USA;1996;13.028134
UZB;1996;3.6788316
VEN;1996;22.462038
VNM;1996;24.35814
ZAF;1996;3.2904696
AUS;1997;4.14584
AUT;1997;29.96351
AZE;1997;4.0128255
BEL;1997;18.900806
BGD;1997;1.8034276
BGR;1997;22.749031
BLR;1997;0.023874052
CAN;1997;36.94579
CHE;1997;49.083054
CHN;1997;5.734295
COL;1997;27.651566
CZE;1997;8.796525
DEU;1997;13.72767
DNK;1997;3.3808842
DZA;1997;0.074455895
ECU;1997;16.071615
EGY;1997;7.2438493
ESP;1997;19.95217
EST;1997;0.03927203
FIN;1997;34.26124
FRA;1997;44.87764
GBR;1997;11.414352
GRC;1997;3.4682534
HKG;1997;0
HRV;1997;18.543142
HUN;1997;14.180471
IDN;1997;2.4772785
IND;1997;7.4497075
IRL;1997;1.6546531
IRN;1997;1.4810697
ISR;1997;0.03341767
ARG;1997;15.912051
BRA;1997;43.838768
CHL;1997;21.909548
ITA;1997;6.921144
OWID_WRL;1997;14.301761
JPN;1997;19.64846
KAZ;1997;4.3670907
KOR;1997;10.66637
LTU;1997;35.347973
LUX;1997;0.90258384
LVA;1997;20.91794
MAR;1997;5.5313864
MEX;1997;8.231412
MKD;1997;8.866941
MYS;1997;2.393924
NLD;1997;1.3200631
NOR;1997;66.316696
NZL;1997;35.65875
OMN;1997;0
PAK;1997;13.201102
PER;1997;29.360386
PHL;1997;12.726948
POL;1997;0.55044067
PRT;1997;16.634521
ROU;1997;12.827895
RUS;1997;11.033611
SAU;1997;0
SGP;1997;0.18945949
SVK;1997;20.951532
SVN;1997;29.251715
SWE;1997;62.78201
THA;1997;2.9763775
TUR;1997;14.665958
TWN;1997;13.8999195
UKR;1997;15.30688
USA;1997;12.522131
UZB;1997;3.2915208
VEN;1997;22.598196
VNM;1997;20.527615
ZAF;1997;3.649642
AUS;1998;4.037756
AUT;1998;30.441757
AZE;1998;4.5553145
BEL;1998;18.129604
BGD;1998;2.0371237
BGR;1998;23.088684
BLR;1998;0.032551832
CAN;1998;35.161274
CHE;1998;48.695683
CHN;1998;5.7914777
COL;1998;26.757204
CZE;1998;9.354208
DEU;1998;13.378138
DNK;1998;4.675769
DZA;1998;0.20617963
ECU;1998;15.920069
EGY;1998;7.1541777
ESP;1998;19.764359
EST;1998;0.06567057
FIN;1998;37.44149
FRA;1998;42.986088
GBR;1998;11.633208
GRC;1998;3.1564183
HKG;1998;0
HRV;1998;18.063107
HUN;1998;13.897599
IDN;1998;4.0149045
IND;1998;8.317193
IRL;1998;2.2191892
IRN;1998;1.7921339
ISR;1998;0.031755347
ITA;1998;6.806154
ARG;1998;14.55387
BRA;1998;44.010098
CHL;1998;18.059258
JPN;1998;20.391973
OWID_WRL;1998;14.411431
KAZ;1998;4.251628
KOR;1998;13.71928
LTU;1998;37.390423
LUX;1998;1.294618
LVA;1998;28.085598
MAR;1998;4.6007285
MEX;1998;7.411193
MKD;1998;9.439984
MYS;1998;2.660114
NLD;1998;1.8012743
NOR;1998;67.22086
NZL;1998;38.80477
OMN;1998;0
PAK;1998;15.9530325
PER;1998;29.655834
PHL;1998;13.3662195
POL;1998;0.6830108
PRT;1998;15.164005
ROU;1998;14.810383
RUS;1998;10.90538
SAU;1998;0
SGP;1998;0.1868752
SVK;1998;21.45281
SVN;1998;30.494448
SWE;1998;61.885677
THA;1998;2.3747954
TUR;1998;15.141609
TWN;1998;13.633016
UKR;1998;16.205406
USA;1998;12.5830765
UZB;1998;3.2868783
VEN;1998;21.551676
VNM;1998;18.064957
ZAF;1998;3.8467991
AUS;1999;4.008933
AUT;1999;32.248478
AZE;1999;3.5244212
BEL;1999;19.40948
BGD;1999;1.9397291
BGR;1999;24.39416
BLR;1999;0.022707757
CAN;1999;35.42059
CHE;1999;51.14623
CHN;1999;5.560829
COL;1999;31.315977
CZE;1999;10.143412
DEU;1999;14.39818
DNK;1999;5.389067
DZA;1999;0.1927434
ECU;1999;19.251896
EGY;1999;7.409151
ESP;1999;17.196512
EST;1999;0.09923625
FIN;1999;36.350315
FRA;1999;43.84901
GBR;1999;11.334201
GRC;1999;3.9640613
HKG;1999;0
HRV;1999;21.245943
HUN;1999;14.08054
IDN;1999;3.852458
IND;1999;8.142082
IRL;1999;2.0208225
IRN;1999;1.1498691
ISR;1999;0.040444113
ITA;1999;7.312841
JPN;1999;19.430681
ARG;1999;12.121369
BRA;1999;43.936626
CHL;1999;15.275814
KAZ;1999;4.455529
KOR;1999;14.36509
OWID_WRL;1999;14.504705
LTU;1999;33.25922
LUX;1999;1.0463189
LVA;1999;21.138712
MAR;1999;2.0588021
MEX;1999;8.924628
MKD;1999;12.636176
MYS;1999;4.2179785
NLD;1999;1.8878543
NOR;1999;68.73944
NZL;1999;35.58187
OMN;1999;0
PAK;1999;13.47102
PER;1999;30.457071
PHL;1999;17.44719
POL;1999;0.6465405
PRT;1999;9.102555
ROU;1999;16.343182
RUS;1999;11.5792465
SAU;1999;0
SGP;1999;0.1887619
SVK;1999;23.876404
SVN;1999;30.859545
SWE;1999;62.251705
THA;1999;1.6085247
TUR;1999;12.753752
TWN;1999;13.06459
UKR;1999;15.617665
USA;1999;12.960815
UZB;1999;2.8663545
VEN;1999;22.529486
VNM;1999;21.659023
ZAF;1999;3.3115938
AUS;2000;3.9888778
AUT;2000;32.955013
AZE;2000;3.4349427
BEL;2000;18.815794
BGD;2000;1.6270729
BGR;2000;27.348965
BLR;2000;0.031301863
CAN;2000;35.391804
CHE;2000;51.092148
CHN;2000;6.0593867
COL;2000;29.508314
CZE;2000;9.721938
DEU;2000;14.95426
DNK;2000;7.0956717
DZA;2000;0.053235486
ECU;2000;21.61393
EGY;2000;7.416067
ESP;2000;18.562708
EST;2000;0.34306446
FIN;2000;37.57814
FRA;2000;44.656082
GBR;2000;10.193275
GRC;2000;3.2847326
HRV;2000;19.766321
HUN;2000;14.590266
IDN;2000;3.7336404
IND;2000;7.576315
IRL;2000;2.034373
IRN;2000;0.8082891
ISR;2000;0.040315736
ITA;2000;7.155644
JPN;2000;19.333113
KAZ;2000;6.022824
KOR;2000;14.3086405
ARG;2000;14.791438
BRA;2000;43.17118
CHL;2000;19.783125
LTU;2000;31.899204
OWID_WRL;2000;14.4528
LUX;2000;1.3703701
LVA;2000;22.118181
MAR;2000;1.9685844
MEX;2000;8.286874
MKD;2000;11.215343
MYS;2000;3.6815305
NLD;2000;2.0304074
NOR;2000;72.398
NZL;2000;36.38399
PAK;2000;11.8989
PER;2000;32.80372
PHL;2000;18.224691
POL;2000;0.6828024
PRT;2000;13.07334
ROU;2000;14.079319
RUS;2000;11.870029
SVK;2000;27.69725
SVN;2000;31.884966
SWE;2000;64.0285
THA;2000;2.5746095
TUR;2000;10.657172
TWN;2000;12.369601
UKR;2000;15.945633
USA;2000;12.510066
UZB;2000;2.8995407
VEN;2000;22.723843
VNM;2000;20.092161
ZAF;2000;3.5198317
AUS;2001;3.870762
AUT;2001;30.816671
AZE;2001;3.004117
BEL;2001;18.181503
BGD;2001;1.8750032
BGR;2001;26.787922
BLR;2001;0.035543468
CAN;2001;34.212105
CHE;2001;51.217323
CHN;2001;7.0136123
COL;2001;29.830153
CZE;2001;10.263885
DEU;2001;14.827655
DNK;2001;7.4025145
DZA;2001;0.065218486
ECU;2001;19.692354
EGY;2001;7.225908
ESP;2001;20.407537
EST;2001;0.1589969
FIN;2001;35.32597
FRA;2001;45.144386
GBR;2001;10.518627
GRC;2001;2.296041
HRV;2001;20.779488
HUN;2001;14.113013
IDN;2001;4.112386
IND;2001;7.414814
IRL;2001;1.6607853
IRN;2001;0.8181908
ISR;2001;0.025859205
ITA;2001;7.6085052
JPN;2001;19.330158
KAZ;2001;5.7042646
KOR;2001;14.055532
LTU;2001;36.150475
ARG;2001;18.851881
BRA;2001;40.32103
CHL;2001;22.047363
LUX;2001;1.2522314
OWID_WRL;2001;14.264049
LVA;2001;20.512127
MAR;2001;2.4725895
MEX;2001;7.561595
MKD;2001;6.3362017
MYS;2001;3.1404243
NLD;2001;2.059483
NOR;2001;67.582146
NZL;2001;32.670124
PAK;2001;12.602668
PER;2001;35.784416
PHL;2001;16.728432
POL;2001;0.820305
PRT;2001;15.646872
ROU;2001;13.924411
RUS;2001;12.243681
SVK;2001;28.286716
SVN;2001;31.878025
SWE;2001;65.466156
THA;2001;2.5714478
TUR;2001;9.108515
TWN;2001;11.346192
UKR;2001;16.003687
USA;2001;12.225766
UZB;2001;2.938592
VEN;2001;20.884945
VNM;2001;22.102148
ZAF;2001;3.0763729
AUS;2002;3.9314501
AUT;2002;30.325117
AZE;2002;4.6939816
BEL;2002;18.56499
BGD;2002;1.4013934
BGR;2002;28.910398
BLR;2002;0.03299707
CAN;2002;34.23422
CHE;2002;50.068127
CHN;2002;6.798719
COL;2002;31.78181
CZE;2002;12.758459
DEU;2002;15.047561
DNK;2002;8.58695
DZA;2002;0.05167676
ECU;2002;21.095179
EGY;2002;6.795775
ESP;2002;17.374657
EST;2002;0.1850875
FIN;2002;33.298244
FRA;2002;45.471443
GBR;2002;10.638668
GRC;2002;2.7831924
HRV;2002;16.806644
HUN;2002;14.162515
IDN;2002;3.683814
IND;2002;7.134006
IRL;2002;2.2350235
IRN;2002;1.4433478
ISR;2002;0.09087057
ITA;2002;6.7783756
JPN;2002;18.916853
KAZ;2002;6.120414
KOR;2002;14.283207
LTU;2002;41.73864
LUX;2002;1.0301425
ARG;2002;18.739147
LVA;2002;17.687971
BRA;2002;41.829727
CHL;2002;22.87545
MAR;2002;2.324444
OWID_WRL;2002;14.20664
MEX;2002;6.8652377
MKD;2002;7.790694
MYS;2002;2.5936084
NLD;2002;2.2342243
NOR;2002;69.31575
NZL;2002;35.151485
PAK;2002;13.221514
PER;2002;35.718193
PHL;2002;16.287714
POL;2002;0.81965923
PRT;2002;9.748959
ROU;2002;14.11412
RUS;2002;11.927969
SVK;2002;29.226685
SVN;2002;31.157362
SWE;2002;62.236946
THA;2002;2.8180337
TUR;2002;11.535796
TWN;2002;11.310214
UKR;2002;15.876908
USA;2002;12.761002
UZB;2002;2.9276025
VEN;2002;20.203682
VNM;2002;20.06266
ZAF;2002;3.5883243
AUS;2003;4.0149684
AUT;2003;25.140518
AZE;2003;5.2657747
BEL;2003;17.79731
BGD;2003;1.3187346
BGR;2003;25.226665
BLR;2003;0.03189618
CAN;2003;32.757248
CHE;2003;50.1807
CHN;2003;6.063613
COL;2003;32.990623
CZE;2003;15.215675
DEU;2003;15.095839
DNK;2003;9.462797
DZA;2003;0.228104
ECU;2003;19.533443
EGY;2003;5.9376993
ESP;2003;19.847246
EST;2003;0.21935792
FIN;2003;30.723425
FRA;2003;44.989544
GBR;2003;10.482307
GRC;2003;4.2976427
HRV;2003;14.887468
HUN;2003;11.136251
IDN;2003;3.2210941
IND;2003;6.8849573
IRL;2003;1.8804967
IRN;2003;1.6837656
ISR;2003;0.10240715
ITA;2003;6.33908
JPN;2003;15.709221
KAZ;2003;5.382556
KOR;2003;15.130413
LTU;2003;43.13563
LUX;2003;0.91741097
LVA;2003;16.751476
MAR;2003;3.6562476
ARG;2003;17.408123
BRA;2003;43.201332
CHL;2003;22.010805
MEX;2003;6.1660333
OWID_WRL;2003;13.57295
MKD;2003;12.461908
MYS;2003;2.2531736
NLD;2003;2.2253366
NOR;2003;63.815647
NZL;2003;34.32088
PAK;2003;14.280449
PER;2003;36.943634
PHL;2003;16.08986
POL;2003;0.67546785
PRT;2003;17.057007
ROU;2003;11.811016
RUS;2003;11.692557
SVK;2003;27.355179
SVN;2003;29.24207
SWE;2003;58.398605
THA;2003;2.7227077
TUR;2003;11.330119
TWN;2003;10.711814
UKR;2003;15.919685
USA;2003;12.66102
UZB;2003;3.6696591
VEN;2003;21.840664
VNM;2003;19.297657
ZAF;2003;3.1434119
AUS;2004;4.03656
AUT;2004;27.633783
AZE;2004;5.1585817
BEL;2004;17.71652
BGD;2004;1.23592
BGR;2004;25.518063
BLR;2004;0.034378063
CAN;2004;33.414867
CHE;2004;49.39768
CHN;2004;6.3549356
COL;2004;33.021286
CZE;2004;15.398664
DEU;2004;16.037397
DNK;2004;11.729119
DZA;2004;0.2067869
ECU;2004;18.734915
EGY;2004;5.6346426
ESP;2004;18.381655
EST;2004;0.28923833
FIN;2004;35.59304
FRA;2004;45.05887
GBR;2004;9.826556
GRC;2004;4.2918515
HRV;2004;19.898252
HUN;2004;12.4149065
IDN;2004;3.425553
IND;2004;8.812809
IRL;2004;2.2461925
IRN;2004;1.8843321
ISR;2004;0.09668598
ITA;2004;7.220356
JPN;2004;17.92258
KAZ;2004;4.701576
KOR;2004;14.757578
LTU;2004;41.807003
LUX;2004;1.1120354
LVA;2004;20.242414
MAR;2004;3.472617
MEX;2004;6.472977
ARG;2004;15.107036
BRA;2004;42.914616
CHL;2004;19.43779
MKD;2004;13.524395
OWID_WRL;2004;13.6956
MYS;2004;2.3196447
NLD;2004;2.4738512
NOR;2004;64.23718
NZL;2004;38.005898
PAK;2004;13.74815
PER;2004;32.471977
PHL;2004;16.668634
POL;2004;0.89124244
PRT;2004;12.089571
ROU;2004;13.7624235
RUS;2004;12.079561
SVK;2004;27.430254
SVN;2004;32.028515
SWE;2004;62.59991
THA;2004;2.3133497
TUR;2004;13.691693
TWN;2004;10.416079
UKR;2004;17.315285
USA;2004;12.634693
UZB;2004;3.319612
VEN;2004;23.130436
VNM;2004;14.763953
ZAF;2004;3.0325518
AUS;2005;4.313553
AUT;2005;27.928648
AZE;2005;5.165004
BEL;2005;18.162628
BGD;2005;1.1360204
BGR;2005;26.962809
BLR;2005;0.03728526
CAN;2005;34.886208
CHE;2005;46.17685
CHN;2005;6.2482066
COL;2005;34.17347
CZE;2005;14.854158
DEU;2005;16.513674
DNK;2005;12.804132
DZA;2005;0.43411884
ECU;2005;16.596605
EGY;2005;5.385707
ESP;2005;15.798362
EST;2005;0.5010246
FIN;2005;37.553196
FRA;2005;44.721863
GBR;2005;10.19309
GRC;2005;4.6005774
HRV;2005;18.501064
HUN;2005;14.263126
IDN;2005;3.5263474
IND;2005;7.9523745
IRL;2005;2.8786287
IRN;2005;2.1426384
ISR;2005;0.11989294
ITA;2005;6.4335437
JPN;2005;17.646498
KAZ;2005;4.432412
KOR;2005;15.80326
LTU;2005;31.713646
LUX;2005;1.1679211
LVA;2005;20.919247
MAR;2005;2.0785131
MEX;2005;6.576249
MKD;2005;13.081477
ARG;2005;15.17902
BRA;2005;43.563324
CHL;2005;22.099463
MYS;2005;2.2862406
OWID_WRL;2005;13.530238
NLD;2005;3.0655951
NOR;2005;69.73479
NZL;2005;34.67214
PAK;2005;14.676173
PER;2005;32.167603
PHL;2005;16.01381
POL;2005;1.135477
PRT;2005;8.115613
ROU;2005;15.959939
